Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
USDCAD,USDTHB,42.6,40.3,14.2,-17.7
USDCAD,USDSAR,33.3,-12.8,-15.1,-66
USDCNH,AUDCAD,-15.1,18.2,11.1,62.7
USDCNH,AUDJPY,-52.1,74.5,66.7,9.3
USDCNH,AUDNZD,-68.8,68.6,72.4,73.9
USDCNH,AUDSGD,-42.9,7.2,44.3,-36.7
USDCNH,CADCHF,26.2,0.1,67.3,-44.5
USDCNH,CADHKD,-68.6,-54.4,19.9,-81.1
USDCNH,CADJPY,-55.6,49.7,72.1,-42
USDCNH,CADSGD,-28.7,-19.2,45.3,-65.2
USDCNH,CHFJPY,-60.5,75.6,-30,-15.4
USDCNH,CHFZAR,-2,32.4,30,-47.5
USDCNH,EURCAD,-29,-13.2,-63.5,43.5
USDCNH,EURGBP,-66,-10.7,-30.1,41.6
USDCNH,EURHUF,-45.7,-16.5,-15.4,22.2
USDCNH,EURNOK,-52.7,-17.8,-38.3,48.9
USDCNH,EURNZD,-56.6,14.2,-48.7,63.1
USDCNH,EURPLN,-20.2,-63.3,-37.9,-24.1
USDCNH,EURSEK,-41.5,-32.1,17.6,57.2
USDCNH,EURSGD,-55.6,-32.5,-59.6,-49.4
USDCNH,EURTRY,-63.3,-0.5,-16.2,-24.7
USDCNH,EURUSD,-59.3,-39.5,-72.8,-36.5
USDCNH,EURZAR,-6.5,30.3,30.3,-44.3
USDCNH,GBPAUD,66.8,-7.3,-50.8,-48.5
USDCNH,GBPCAD,61.5,4.6,-62.5,22.4
USDCNH,GBPCHF,74.6,2.5,34.4,-41.1
USDCNH,GBPHKD,30.6,-24.5,-59.7,-68.7
USDCNH,AUDCHF,34.3,36.1,68.4,22
USDCNH,GBPJPY,44.2,34.4,18.6,-42.2
USDCNH,AUDHKD,-71.4,-25,26,-22.9
USDCNH,GBPNZD,34.7,19.8,-7.9,63.5
USDCNH,GBPPLN,60.9,-12.9,-6.4,-44.8
USDCNH,GBPSGD,67.1,-5.9,-40.8,-65.5
USDCNH,GBPUSD,35,-24.7,-61.8,-70.3
USDCNH,GBPZAR,31.3,27.5,33.4,-53.6
USDCNH,HKDJPY,28.9,72.8,79.3,24.5
USDCNH,AUDUSD,-70.5,-24.5,22.7,-27.2
USDCNH,NZDCAD,71,-29.7,-69.7,-71.6
USDCNH,NZDCHF,69.6,-49.1,51.7,-66.7
USDCNH,NZDHKD,-17.1,-62.7,-76.8,-85.8
USDCNH,NZDJPY,20.3,47.9,33.7,-61.7
USDCNH,NZDSGD,39.7,-59.4,-40.5,-74.9
USDCNH,NZDUSD,-7.7,-62.4,-76.6,-85.6
USDCNH,SGDCHF,58.1,23.8,64.8,61.6
USDCNH,SGDHKD,-45.3,-49.6,-42.1,16.3
USDCNH,SGDJPY,-18.6,73.5,72,52.7
USDCNH,CHFHKD,-72.7,-37.1,-77.4,-50.6
USDCNH,TRYJPY,6.5,32.9,-4.4,30.9
USDCNH,USDCAD,67.3,55.1,-16.1,81.1
USDCNH,USDCHF,71.9,36.9,76.9,54.9
USDCNH,USDCNH,100,100,100,100
USDCNH,USDCZK,59.7,57,73.5,37.4
USDCNH,USDDKK,60.8,40.3,72.3,36.7
USDCNH,USDHUF,58.5,49.9,72.2,46
USDCNH,USDINR,-4.3,-0.4,-14.9,-45.5
USDCNH,USDJPY,22.9,73.1,80.5,28
USDCNH,USDMXN,-33.8,-29.6,-17.1,-58.3
USDCNH,USDNOK,56.7,29.7,63.4,81.9
USDCNH,USDPLN,55.8,-0,38.2,10.7
USDCNH,USDSEK,45.2,33,67,54.6
USDCNH,USDSGD,40.9,48.8,49.3,-12.3
USDCNH,USDTRY,13.2,63,67.2,-11.1
USDCNH,USDZAR,25.6,33.5,41.9,-29.8
USDCNH,ZARJPY,-19.9,-23.8,-31.3,45.7
USDCNH,EURAUD,-34.3,-41.5,-67.1,-10.6
USDCNH,EURCHF,-24,-34.1,-3.7,27.1
USDCNH,EURCZK,19.7,62.4,48,10.1
USDCNH,EURDKK,67.1,-14.8,-18.1,-22
USDCNH,EURHKD,-60.4,-39.8,-73.1,-32.5
USDCNH,EURJPY,-49.6,48.1,-27.1,-2.9
USDCNH,USDHKD,-76.4,-4.8,45.1,63.8
USDCNH,USDTHB,61,53.1,24.9,-3.1
USDCNH,USDSAR,43,-20.9,11.4,-46.2
USDCZK,AUDCAD,-65.6,-47.9,-9.2,1
USDCZK,AUDJPY,-74.8,63.8,69.8,57.5
USDCZK,AUDNZD,-83.8,52.5,76.7,6.1
USDCZK,AUDSGD,-36.3,-32,39.1,31.4
USDCZK,CADCHF,70.2,70.4,93.9,53.4
USDCZK,CADHKD,-54.5,0.7,59.7,-6.7
USDCZK,CADJPY,-46.4,88.4,86.9,34.7
USDCZK,CADSGD,9,46,58.6,14.5
USDCZK,CHFJPY,-87.2,44,-62.6,-11.4
USDCZK,CHFZAR,-57.4,58.5,53.9,-11.5
USDCZK,EURCAD,-85,-81.1,-95.5,-57.1
USDCZK,EURGBP,-92.2,-79.8,-75.8,-39.1
USDCZK,EURHUF,-85,-74.2,-37.1,-18.4
USDCZK,EURNOK,-88.5,2.8,-54.6,-50
USDCZK,EURNZD,-95.3,-58.2,-86.1,-36.2
USDCZK,EURPLN,-19.7,-64.8,-58,21.7
USDCZK,EURSEK,-23.3,-19,34,24.1
USDCZK,EURSGD,-91.4,-90,-94.5,-70.6
USDCZK,EURTRY,-90.1,-68.5,-56,-47.7
USDCZK,EURUSD,-99.9,-90.2,-98.4,-99.7
USDCZK,EURZAR,-65.9,53.3,52.3,-19.8
USDCZK,GBPAUD,65.7,61.6,-36.9,-36
USDCZK,GBPCAD,37.8,59.1,-55.8,-49.9
USDCZK,GBPCHF,78.7,72.2,76.8,28
USDCZK,GBPHKD,4.2,50.3,-30.3,-44.3
USDCZK,AUDCHF,51.2,69.6,85.8,67.3
USDCZK,GBPJPY,15.4,87.5,44.7,12.9
USDCZK,AUDHKD,-89.7,-62.2,37,-7.7
USDCZK,GBPNZD,16.7,79,17.7,-23.6
USDCZK,GBPPLN,87,55.5,18.2,41.6
USDCZK,GBPSGD,72.3,63.9,-23.3,-12.7
USDCZK,GBPUSD,9.2,51,-34.3,-42.9
USDCZK,GBPZAR,-22.8,64.8,62.9,-1.2
USDCZK,HKDJPY,18.7,84.4,75.8,56.8
USDCZK,AUDUSD,-90,-61.8,31.6,-7.1
USDCZK,NZDCAD,52.6,-76.8,-89.6,-11.9
USDCZK,NZDCHF,87.8,-6.1,79,30.3
USDCZK,NZDHKD,-28.9,-76,-70.5,-10.2
USDCZK,NZDJPY,2.2,47.6,34,20.8
USDCZK,NZDSGD,65.5,-64.9,-51.6,5.4
USDCZK,NZDUSD,-20.4,-76,-73,-9.7
USDCZK,SGDCHF,61,81.3,92.8,49.2
USDCZK,SGDHKD,-75.8,-72.9,-16.2,-43.3
USDCZK,SGDJPY,-53.1,78.9,83.3,43.1
USDCZK,CHFHKD,-94.7,-82.5,-94.4,-92.5
USDCZK,TRYJPY,-33.1,79.7,4.8,48.4
USDCZK,USDCAD,52.8,-0.6,-55,6.1
USDCZK,USDCHF,94.9,82.6,94.9,91.6
USDCZK,USDCNH,59.7,57,73.5,37.4
USDCZK,USDCZK,100,100,100,100
USDCZK,USDDKK,99.8,89.9,98.4,99.7
USDCZK,USDHUF,92.8,81.9,91.9,88.2
USDCZK,USDINR,49.1,-30.1,-49.5,28.2
USDCZK,USDJPY,13.1,84.9,78.6,57.3
USDCZK,USDMXN,-77.2,-18.7,-46.2,14.7
USDCZK,USDNOK,95.9,81.5,84.3,9.8
USDCZK,USDPLN,96.6,50.2,45,80.2
USDCZK,USDSEK,93.3,88,94.2,90.5
USDCZK,USDSGD,72.3,72.5,25.8,44.7
USDCZK,USDTRY,54.5,16,57.6,-9.2
USDCZK,USDZAR,-27.5,62.4,66.8,19.7
USDCZK,ZARJPY,29.6,-53.8,-57.4,7.1
USDCZK,EURAUD,-87.7,-89.3,-91.1,-74
USDCZK,EURCHF,-85.3,-82.4,-43,-51.5
USDCZK,EURCZK,37.9,81.5,66.9,5.4
USDCZK,EURDKK,83.1,-68.6,-17.8,-68.9
USDCZK,EURHKD,-99.9,-90.5,-98.4,-99.3
USDCZK,EURJPY,-92.5,-12.4,-69.6,-30.1
USDCZK,USDHKD,-71,2,73.7,-9.8
USDCZK,USDTHB,84.4,-13.5,-13.7,38.8
USDCZK,USDSAR,79.5,-14.2,39.6,9.3
USDDKK,AUDCAD,-65.2,-64.9,-7.8,-0.2
USDDKK,AUDJPY,-75.9,42.1,69,58
USDDKK,AUDNZD,-84.6,43.3,77.8,4.7
USDDKK,AUDSGD,-34.7,-52.3,41.2,32.2
USDDKK,CADCHF,69.4,82.5,96,54.2
USDDKK,CADHKD,-54.5,3.5,60.3,-5.9
USDDKK,CADJPY,-48.2,82.4,85.2,36
USDDKK,CADSGD,10,56.6,60,15.8
USDDKK,CHFJPY,-88.1,19.4,-69.5,-10.2
USDDKK,CHFZAR,-57.2,72.7,53.5,-12.7
USDDKK,EURCAD,-84.9,-90.5,-96.8,-58
USDDKK,EURGBP,-92.2,-91.1,-75.1,-39.4
USDDKK,EURHUF,-86.3,-84.4,-35.1,-18.2
USDDKK,EURNOK,-87.6,15.9,-55.9,-51.4
USDDKK,EURNZD,-95.8,-65.3,-88.2,-37.4
USDDKK,EURPLN,-20.1,-32.1,-55.8,24.1
USDDKK,EURSEK,-23.6,-22.8,35,23
USDDKK,EURSGD,-90.5,-97.2,-95.5,-69.6
USDDKK,EURTRY,-90.8,-85,-56.4,-47.4
USDDKK,EURUSD,-99.8,-99.9,-99.9,-100
USDDKK,EURZAR,-65.8,67.7,52.1,-21.1
USDDKK,GBPAUD,65.6,77.8,-39.6,-35.5
USDDKK,GBPCAD,37.9,70.6,-58.8,-51
USDDKK,GBPCHF,78.6,85.2,76.9,28.2
USDDKK,GBPHKD,4.7,61.2,-33.4,-44.3
USDDKK,AUDCHF,50.4,63.6,88.3,66.9
USDDKK,GBPJPY,14.4,89.4,39.2,13.9
USDDKK,AUDHKD,-89.4,-81.9,38.7,-8.5
USDDKK,GBPNZD,15.9,90.7,14.5,-25.1
USDDKK,GBPPLN,86.9,78.8,19.6,43.2
USDDKK,GBPSGD,74,76.9,-25.8,-11.8
USDDKK,GBPUSD,9.7,61.7,-37.4,-42.8
USDDKK,GBPZAR,-22.7,79.6,62.6,-2.1
USDDKK,HKDJPY,16.7,77.5,73.4,57.8
USDDKK,AUDUSD,-89.7,-82,33.2,-7.7
USDDKK,NZDCAD,53.8,-85.4,-89.8,-10.7
USDDKK,NZDCHF,87.5,0.7,82.5,31.5
USDDKK,NZDHKD,-28.3,-82.7,-70.1,-9.2
USDDKK,NZDJPY,1.1,22.8,31.2,22.2
USDDKK,NZDSGD,67.3,-66.9,-50.4,6.8
USDDKK,NZDUSD,-19.7,-83.1,-72.8,-8.6
USDDKK,SGDCHF,59.2,91.9,94.8,47.9
USDDKK,SGDHKD,-77.1,-85.9,-17.5,-45.1
USDDKK,SGDJPY,-55.7,64.8,79.6,43
USDDKK,CHFHKD,-94.2,-94.8,-96.8,-92.7
USDDKK,TRYJPY,-33.5,84.5,1.3,48.4
USDDKK,USDCAD,52.9,-2.7,-55.4,5.3
USDDKK,USDCHF,94.3,95.4,97.3,91.8
USDDKK,USDCNH,60.8,40.3,72.3,36.7
USDDKK,USDCZK,99.8,89.9,98.4,99.7
USDDKK,EURAUD,-87.9,-87.8,-92.9,-73.7
USDDKK,USDDKK,100,100,100,100
USDDKK,USDHUF,91.7,88.4,94.2,88.6
USDDKK,USDINR,48,-36.8,-48.9,30.1
USDDKK,USDJPY,10.9,78.3,76.4,58.3
USDDKK,USDMXN,-77.7,2.3,-44.3,16.3
USDDKK,USDNOK,96.3,94.3,85.3,8.4
USDDKK,USDPLN,96.5,80.5,48.8,81.8
USDDKK,USDSEK,93.2,97.1,95.7,90.3
USDDKK,USDSGD,73.5,86.5,27.4,46.4
USDDKK,USDTRY,53.2,1.2,58.9,-8.7
USDDKK,USDZAR,-27.4,76.7,67,18.6
USDDKK,ZARJPY,29,-71.2,-57.9,8.8
USDDKK,EURCHF,-85.9,-84.9,-39.6,-52
USDDKK,EURCZK,34.3,48.1,52.9,-2.2
USDDKK,EURDKK,85.3,-70.8,-13.9,-69
USDDKK,EURHKD,-99.8,-99.9,-99.8,-99.8
USDDKK,EURJPY,-93.3,-37,-74.3,-29.3
USDDKK,USDHKD,-71.5,12,75.3,-11.9
USDDKK,USDTHB,85,-41.4,-14.5,40.3
USDDKK,USDSAR,79.4,11.5,44,10.4
USDHUF,AUDCAD,-54.9,-46.8,-10.4,-4.4
USDHUF,AUDJPY,-57.6,34.8,57.9,49.1
USDHUF,AUDNZD,-73.2,35.2,72.2,6.1
USDHUF,AUDSGD,-36.1,-40.1,32.4,3.4
USDHUF,CADCHF,65.8,63.1,90.3,36
USDHUF,CADHKD,-54.2,-10.2,55.4,-24.8
USDHUF,CADJPY,-32.6,63.1,73.7,33.8
USDHUF,CADSGD,2.3,39.7,51.3,4.6
USDHUF,CHFJPY,-74.7,15.2,-75.7,12.5
USDHUF,CHFZAR,-53.5,68.3,45.6,-4.3
USDHUF,EURCAD,-77.1,-73.7,-90.5,-35.8
USDHUF,EURGBP,-83.6,-79.8,-63,-11
USDHUF,EURHUF,-59.6,-49.9,-1.8,29.3
USDHUF,EURNOK,-85.8,-1.8,-53.1,-31.3
USDHUF,EURNZD,-86.6,-60.6,-80.8,-17.5
USDHUF,EURPLN,-15.8,-30.9,-58.1,39.8
USDHUF,EURSEK,-31.6,4.8,41.7,32.3
USDHUF,EURSGD,-87.3,-83.2,-91.6,-52.5
USDHUF,EURTRY,-80.7,-65.7,-50.2,-16.2
USDHUF,EURUSD,-93,-87.8,-93.9,-88.8
USDHUF,EURZAR,-60.4,63.9,44.5,-7.9
USDHUF,GBPAUD,57.7,67.9,-42.3,-29.6
USDHUF,GBPCAD,34.4,70.1,-64,-49
USDHUF,GBPCHF,73.2,74,64.5,4.8
USDHUF,GBPHKD,-2.1,54,-41.9,-62.7
USDHUF,AUDCHF,58,53.9,82,39.4
USDHUF,GBPJPY,22.5,76.9,18.9,12.4
USDHUF,AUDHKD,-82.6,-70.5,32.6,-43.3
USDHUF,GBPNZD,14.7,78,5,-18.1
USDHUF,GBPPLN,79.3,68.1,6.2,30.3
USDHUF,GBPSGD,59.1,68.8,-38.1,-24.1
USDHUF,GBPUSD,2.7,53.8,-45.8,-61.3
USDHUF,GBPZAR,-21.4,73.5,53.2,-2.3
USDHUF,HKDJPY,35,65.3,61.5,74.4
USDHUF,AUDUSD,-82.9,-71.6,27.2,-43
USDHUF,NZDCAD,48.2,-64.2,-85.8,-18.9
USDHUF,NZDCHF,82.9,3,76.8,15
USDHUF,NZDHKD,-32.8,-69.4,-68.5,-24.9
USDHUF,NZDJPY,18.4,19.5,17.5,17.2
USDHUF,NZDSGD,53.4,-52.3,-53.4,-4.3
USDHUF,NZDUSD,-24.8,-70.5,-71.1,-24.2
USDHUF,SGDCHF,64.3,74.7,92.1,43.3
USDHUF,SGDHKD,-67,-79,-10.7,-50.3
USDHUF,SGDJPY,-33.3,51.9,69.3,62.6
USDHUF,CHFHKD,-91.4,-81.2,-91.7,-92.6
USDHUF,TRYJPY,-22.9,60.5,-8.3,23.4
USDHUF,USDCAD,52.8,12.3,-50.4,24.1
USDHUF,USDCHF,91.7,82.5,92.2,92.2
USDHUF,USDCNH,58.5,49.9,72.2,46
USDHUF,USDCZK,92.8,81.9,91.9,88.2
USDHUF,EURAUD,-82.2,-77.5,-85.6,-41
USDHUF,USDDKK,91.7,88.4,94.2,88.6
USDHUF,USDHUF,100,100,100,100
USDHUF,USDINR,46.4,-34.2,-51,34.3
USDHUF,USDJPY,30,66.6,64.7,75.4
USDHUF,USDMXN,-65.4,-3.4,-52.9,18.8
USDHUF,USDNOK,87.2,78,79.6,24.4
USDHUF,USDPLN,90.2,68.9,40.1,83.4
USDHUF,USDSEK,83.1,91,92.9,85.4
USDHUF,USDSGD,63.7,81.1,20.1,52.5
USDHUF,USDTRY,56.3,18,58.2,21.6
USDHUF,USDZAR,-24.3,71.2,59,27.4
USDHUF,ZARJPY,30,-67.1,-51.2,8.2
USDHUF,EURCHF,-73.6,-76.7,-33.2,-22.5
USDHUF,EURCZK,31.8,48.1,47.2,-5.3
USDHUF,EURDKK,69.4,-54.1,-5.1,-63.7
USDHUF,EURHKD,-93,-87.2,-93.6,-88.3
USDHUF,EURJPY,-79.4,-35.7,-77.2,2.2
USDHUF,USDHKD,-66.2,26.6,74.3,-4.7
USDHUF,USDTHB,76.8,-17.4,-17.2,61.5
USDHUF,USDSAR,69.8,4.1,42.7,6.5
USDJPY,AUDCAD,36.4,-24.4,24.8,-26.6
USDJPY,AUDJPY,42.7,84.1,89.5,72.5
USDJPY,AUDNZD,11,70.2,77.3,-13.7
USDJPY,AUDSGD,-3.1,-23.7,66.2,17.8
USDJPY,CADCHF,-11.8,48.5,73.2,39
USDJPY,CADHKD,-45.7,-31.9,26.3,-5.7
USDJPY,CADJPY,27.1,88.6,91.1,65.6
USDJPY,CADSGD,-24.6,19.8,59.8,28.7
USDJPY,CHFJPY,28,72.8,-12.6,69.9
USDJPY,CHFZAR,-12.4,68.7,30.1,12.7
USDJPY,EURCAD,13.8,-57.2,-69.8,-33.3
USDJPY,EURGBP,-2.6,-58.7,-42.2,-0.3
USDJPY,EURHUF,14.3,-68.9,-49.9,39
USDJPY,EURNOK,-4.4,8.1,-52.2,-33.5
USDJPY,EURNZD,4.9,-21.6,-63.7,-21.1
USDJPY,EURPLN,-27.1,-60.7,-21.9,69.3
USDJPY,EURSEK,-47.3,-45.9,-1.6,-5.2
USDJPY,EURSGD,-3.6,-72.3,-60.5,-2.5
USDJPY,EURTRY,-7.7,-45.9,-35.5,24.5
USDJPY,EURUSD,-13,-78.2,-77.7,-59
USDJPY,EURZAR,-8.4,65.5,30.1,12.6
USDJPY,GBPAUD,2.6,41.6,-53.1,-13.3
USDJPY,GBPCAD,18.9,47.1,-57.3,-58.8
USDJPY,GBPCHF,10.2,53,47.3,-0.4
USDJPY,GBPHKD,-25,22.9,-50.4,-49.9
USDJPY,AUDCHF,25.1,64.3,79.2,15.6
USDJPY,GBPJPY,53.2,81.4,48.5,49.9
USDJPY,AUDHKD,-20.8,-60.9,43.6,-49.8
USDJPY,GBPNZD,15.2,66.9,-6.6,-32.8
USDJPY,GBPPLN,-3.4,35.8,19.6,38.3
USDJPY,GBPSGD,-0.2,42.7,-24.2,-0.7
USDJPY,GBPUSD,-23.1,23.8,-51.9,-47.3
USDJPY,GBPZAR,-8.4,69,35.9,10.8
USDJPY,HKDJPY,99.7,99.9,99.8,99.9
USDJPY,AUDUSD,-21,-59.5,41.6,-47.6
USDJPY,NZDCAD,16,-68.1,-64.6,-6.7
USDJPY,NZDCHF,3.4,-29.9,66.3,23.3
USDJPY,NZDHKD,-64.8,-87.4,-65,-6.8
USDJPY,NZDJPY,69.2,61.5,70.2,46.1
USDJPY,NZDSGD,-14.6,-77.2,-21.5,17.8
USDJPY,NZDUSD,-63.7,-86.6,-64.5,-5.7
USDJPY,SGDCHF,16,70.6,64.6,1.3
USDJPY,SGDHKD,-23,-79.1,-55.7,-73.4
USDJPY,SGDJPY,53.7,96.5,88.9,78.4
USDJPY,CHFHKD,-27,-78.9,-82.2,-69.3
USDJPY,TRYJPY,59.2,78.2,28.9,0.8
USDJPY,USDCAD,47,31.4,-24.1,4.4
USDJPY,USDCHF,27.2,78.1,81.2,66.9
USDJPY,USDCNH,22.9,73.1,80.5,28
USDJPY,USDCZK,13.1,84.9,78.6,57.3
USDJPY,EURAUD,-1.1,-72.7,-78.4,-14.3
USDJPY,USDDKK,10.9,78.3,76.4,58.3
USDJPY,USDHUF,30,66.6,64.7,75.4
USDJPY,USDINR,-12.4,-24.7,-5.9,55.4
USDJPY,USDJPY,100,100,100,100
USDJPY,USDMXN,19,-16.8,-1,46.9
USDJPY,USDNOK,15.9,72.4,60.4,1.6
USDJPY,USDPLN,5.7,40.7,59.7,80.3
USDJPY,USDSEK,-4.5,69.5,64.8,44.9
USDJPY,USDSGD,22.5,76.9,62,74.6
USDJPY,USDTRY,13.6,41.9,54,54.2
USDJPY,USDZAR,-3.3,71,42.9,36.2
USDJPY,EURCHF,15.2,-60.5,-8,-2.6
USDJPY,ZARJPY,23.7,-61,-29.1,11.7
USDJPY,EURCZK,1.8,66.9,51.7,-18.7
USDJPY,EURDKK,-0.5,-54,-43.1,-56.7
USDJPY,EURHKD,-13.2,-79,-78.6,-60.5
USDJPY,EURJPY,24.8,28.6,-13.6,60.6
USDJPY,USDHKD,-13.6,-15.4,33.6,-34
USDJPY,USDTHB,-8.3,-2.2,31.2,87.2
USDJPY,USDSAR,12.8,-12.9,8.4,25.7
USDMXN,AUDCAD,78.3,-36.1,45.9,-88.6
USDMXN,AUDJPY,65.5,-48.4,5.8,29.3
USDMXN,AUDNZD,64.3,-32,-16.4,-89.1
USDMXN,AUDSGD,9.5,-54.6,39.6,42
USDMXN,CADCHF,-72.5,13.7,-38.8,70.9
USDMXN,CADHKD,11.1,8.8,-46.8,69.7
USDMXN,CADJPY,24.3,-14.7,-18.6,85.9
USDMXN,CADSGD,-40.5,14.9,5.2,87.3
USDMXN,CHFJPY,73.6,-39.9,52.8,61.6
USDMXN,CHFZAR,47.3,18.3,-45.2,63.7
USDMXN,EURCAD,84.3,-4.9,46.6,-68.5
USDMXN,EURGBP,72.6,-13.9,53.5,-50.7
USDMXN,EURHUF,75.1,-8.4,-18.8,5.9
USDMXN,EURNOK,73.4,32.9,5.3,-75.2
USDMXN,EURNZD,79.6,4.5,34.9,-80
USDMXN,EURPLN,4,62.9,76.2,79.1
USDMXN,EURSEK,-28.7,2.3,-53.9,-57.4
USDMXN,EURSGD,66.7,2.1,63.1,48.5
USDMXN,EURTRY,77.4,-0.7,37.9,49
USDMXN,EURUSD,77.4,-2.9,42.6,-16.9
USDMXN,EURZAR,56.6,19.8,-42.7,59.1
USDMXN,GBPAUD,-45.4,34.3,-15.4,52.8
USDMXN,GBPCAD,-11.4,24.3,6.6,-54.8
USDMXN,GBPCHF,-55.5,20.9,-46.9,48.1
USDMXN,GBPHKD,-9.7,25,-18.1,32.6
USDMXN,AUDCHF,-36,-40.8,-19.2,-21
USDMXN,GBPJPY,3.4,3,-15.7,80.8
USDMXN,AUDHKD,57.9,-39,7.8,-34.3
USDMXN,GBPNZD,-5.5,20.1,-39.6,-82.3
USDMXN,GBPPLN,-71,37,19.4,81.9
USDMXN,GBPSGD,-66.2,24.2,11.6,72.9
USDMXN,GBPUSD,-11.7,24.1,-14.2,36.2
USDMXN,GBPZAR,23.1,19.9,-49.5,69.8
USDMXN,HKDJPY,16,-17.8,2.9,50.3
USDMXN,AUDUSD,59,-40.7,13.2,-28.4
USDMXN,NZDCAD,-17.5,-10.4,52.2,68.9
USDMXN,NZDCHF,-63.9,6.3,-19,83.3
USDMXN,NZDHKD,3.6,-5,30.9,77.3
USDMXN,NZDJPY,15.8,-44,31.7,93.3
USDMXN,NZDSGD,-68,-0.9,65.6,89.5
USDMXN,NZDUSD,-0.2,-6.4,34.7,78
USDMXN,SGDCHF,-28.2,8.5,-54.5,-65.5
USDMXN,SGDHKD,63.8,-11,-60.3,-83.6
USDMXN,SGDJPY,68.4,-27.4,-33.1,-6.3
USDMXN,CHFHKD,62.4,-10.2,29.5,-7.6
USDMXN,TRYJPY,33.4,-18.6,12.8,-43.3
USDMXN,USDCAD,-9.7,-6.7,42.1,-70.9
USDMXN,USDCHF,-63.4,11.7,-31.8,1.5
USDMXN,USDCNH,-33.8,-29.6,-17.1,-58.3
USDMXN,USDCZK,-77.2,-18.7,-46.2,14.7
USDMXN,EURAUD,78.9,28.7,28.8,6.1
USDMXN,USDDKK,-77.7,2.3,-44.3,16.3
USDMXN,USDHUF,-65.4,-3.4,-52.9,18.8
USDMXN,USDINR,-67.8,-17.2,76.2,95.4
USDMXN,USDJPY,19,-16.8,-1,46.9
USDMXN,EURCHF,81.8,12.1,55.9,-38.6
USDMXN,USDMXN,100,100,100,100
USDMXN,USDNOK,-71.5,12.7,-48.7,-75.8
USDMXN,USDPLN,-78.2,42.3,32.2,57.4
USDMXN,USDSEK,-89.5,3.4,-54.1,-12
USDMXN,USDSGD,-62.8,14.2,54.7,81.3
USDMXN,USDTRY,-29.3,5.3,-11.4,62.8
USDMXN,USDZAR,28.4,17.8,-46.7,66
USDMXN,ZARJPY,-23.1,-23.5,48.6,-46.9
USDMXN,EURCZK,-21.2,-41.7,-42.1,-24.3
USDMXN,EURDKK,-59.4,-9,-30.9,-20.5
USDMXN,EURHKD,76.6,-1.8,41.2,-21.8
USDMXN,EURJPY,82.2,-29.1,66.1,39.2
USDMXN,USDHKD,31.4,32.5,-65.9,-88.4
USDMXN,USDTHB,-62.3,-36,69,70.6
USDMXN,USDSAR,-70.3,24.8,-45.3,65.4
USDNOK,AUDCAD,-58.2,-70.7,-11,76.4
USDNOK,AUDJPY,-70.2,34.8,45.6,-14.3
USDNOK,AUDNZD,-82.6,46.8,70.3,85.9
USDNOK,AUDSGD,-29.3,-59.3,8.1,-56.4
USDNOK,CADCHF,66.1,81.7,73.3,-67.5
USDNOK,CADHKD,-55.2,12.8,32.7,-89.7
USDNOK,CADJPY,-46,80.5,59.6,-67.1
USDNOK,CADSGD,10.7,59.9,21.3,-85.3
USDNOK,CHFJPY,-84.2,17.1,-61.1,-30.1
USDNOK,CHFZAR,-58.3,69.3,79.6,-48.5
USDNOK,EURCAD,-80,-90,-75.4,68.8
USDNOK,EURGBP,-85.1,-89.2,-67.7,60.2
USDNOK,EURHUF,-85.2,-86.7,-29.5,34.9
USDNOK,EURNOK,-72.1,47.7,-4.5,81.1
USDNOK,EURNZD,-93.2,-53.8,-56.7,84.5
USDNOK,EURPLN,-23.3,-18.5,-76.5,-41.3
USDNOK,EURSEK,-25.9,-18.1,65.4,72.9
USDNOK,EURSGD,-84.7,-94.1,-87.3,-44.1
USDNOK,EURTRY,-88.2,-89,-26.4,-20.6
USDNOK,EURUSD,-96.5,-95.3,-84.2,-8
USDNOK,EURZAR,-65.9,64.2,78.6,-41.4
USDNOK,GBPAUD,58.2,78.8,-20.1,-48.3
USDNOK,GBPCAD,33.4,67.1,-34.1,42.9
USDNOK,GBPCHF,72.5,82.9,68.4,-54.1
USDNOK,GBPHKD,-4.6,63.1,-20.8,-62.5
USDNOK,AUDCHF,52.4,50.1,65.4,10.3
USDNOK,GBPJPY,9.7,86.3,35.4,-62.9
USDNOK,AUDHKD,-86.2,-81,14.5,-14.5
USDNOK,GBPNZD,6.4,92.9,37.1,81.3
USDNOK,GBPPLN,79.1,81.8,-6.1,-68.4
USDNOK,GBPSGD,67.5,76,-24.9,-77.5
USDNOK,GBPUSD,0.3,63.3,-25.3,-65.4
USDNOK,GBPZAR,-26.6,76.2,84.6,-58.6
USDNOK,HKDJPY,21.1,71.3,56.7,-2.5
USDNOK,AUDUSD,-86.6,-81.7,8.1,-20.3
USDNOK,NZDCAD,56.8,-92.8,-84,-78.3
USDNOK,NZDCHF,85.1,-13.8,49,-85.8
USDNOK,NZDHKD,-29.3,-85.1,-85,-94.5
USDNOK,NZDJPY,9.1,7.5,-3.1,-83.2
USDNOK,NZDSGD,68.4,-75,-78.8,-91.8
USDNOK,NZDUSD,-21.3,-85.9,-87.4,-94.7
USDNOK,SGDCHF,55.1,86.3,85.9,66.8
USDNOK,SGDHKD,-78.7,-77.4,6.6,47.3
USDNOK,SGDJPY,-53.8,60.2,73.7,42.4
